"2019/07/02 00:00:15.601",1
"2019/07/02 01:01:50.836",0.309017
"2019/07/02 02:02:13.283",1.58779
"2019/07/02 02:02:27.059",1.80902
"2019/07/02 03:03:27.754",1.95106
"2019/07/02 04:04:01.408",0
"2019/07/02 05:05:36.653",0.951057
"2019/07/02 06:06:33.923",1.80902
"2019/07/02 07:07:28.659",-0.412215
"2019/07/02 07:07:55.314",0.309017
"2019/07/02 07:07:57.540",1.22465e-16
"2019/07/02 08:08:14.366",-0.309017
"2019/07/02 08:08:32.225",-0.587785
"2019/07/02 08:08:40.375",-0.809017
"2019/07/02 08:08:44.808",0.0489435
"2019/07/02 09:09:52.885",0
"2019/07/02 09:09:59.513",-0.951057
"2019/07/02 10:10:29.376",0.190983
"2019/07/02 11:11:23.016",-1.58779
"2019/07/02 11:11:23.291",-0.309017
"2019/07/02 12:12:09.815",-1
"2019/07/02 12:12:31.154",-0.690983
"2019/07/02 12:12:51.931",-0.412215
"2019/07/02 13:13:12.924",1.80902
"2019/07/02 13:13:50.927",-0.0489435
"2019/07/02 14:14:02.497",1
"2019/07/02 15:15:00.835",-0.0489435
"2019/07/02 15:15:04.092",-0.190983
"2019/07/02 15:15:09.062",1.58779
"2019/07/02 15:15:49.941",-0.690983
"2019/07/02 17:17:44.647",1.22465e-16
"2019/07/02 18:18:05.490",0.690983
"2019/07/02 18:18:43.727",-0.587785
"2019/07/02 20:20:43.612",-1.80902
"2019/07/02 21:21:55.558",-0.951057
"2019/07/02 22:22:16.755",-1
"2019/07/02 22:22:19.607",-0.951057
"2019/07/02 22:22:28.853",0.190983
"2019/07/02 22:22:29.896",-1.58779
"2019/07/02 23:23:28.777",0.690983
"2019/07/02 00:00:04.983",0
"2019/07/02 00:00:08.552",1.30902
"2019/07/02 00:00:48.148",0.587785
"2019/07/02 01:01:07.819",2.80902
"2019/07/02 01:01:17.926",-0.0489435
"2019/07/02 01:01:19.618",0
"2019/07/02 01:01:23.368",2.95106
"2019/07/02 01:01:30.355",2.80902
"2019/07/02 01:01:53.584",-1.41221
"2019/07/02 01:01:55.142",2.30902
"2019/07/02 01:01:57.498",1.22465e-16
"2019/07/02 02:02:22.992",-2.30902
"2019/07/02 02:02:55.148",-2.58779
"2019/07/02 03:03:03.994",0.190983
"2019/07/02 03:03:27.381",1.04894
"2019/07/02 03:03:35.636",-2
"2019/07/02 03:03:41.369",-2.95106
"2019/07/02 03:03:47.759",-2.80902
"2019/07/02 04:04:10.638",-0.587785
"2019/07/02 04:04:31.072",-2.30902
"2019/07/02 04:04:52.418",-1
"2019/07/02 05:05:03.095",2.30902
"2019/07/02 05:05:08.254",2.58779
"2019/07/02 05:05:14.860",2.80902
"2019/07/02 05:05:24.714",-0.0489435
"2019/07/02 05:05:59.831",1
"2019/07/02 06:06:10.392",-0.0489435
"2019/07/02 06:06:14.084",1.80902
"2019/07/02 07:07:11.800",0.587785
"2019/07/02 07:07:27.176",1.30902
"2019/07/02 07:07:29.806",1.22465e-16
"2019/07/02 07:07:37.672",-2.30902
"2019/07/02 07:07:45.475",-0.587785
"2019/07/02 07:07:51.975",1.19098
"2019/07/02 08:08:37.710",1.04894
"2019/07/02 08:08:39.549",0
"2019/07/02 08:08:46.049",-1.95106
"2019/07/02 09:09:39.263",0.190983
"2019/07/02 09:09:53.926",0.412215
"2019/07/02 10:10:02.042",-1.30902
"2019/07/02 10:10:52.535",1
"2019/07/02 10:10:55.531",-1.69098
"2019/07/02 11:11:03.869",0.587785
"2019/07/02 11:11:11.329",2.80902
"2019/07/02 11:11:48.575",2.95106
"2019/07/02 13:13:03.197",0
"2019/07/02 13:13:09.062",-0.0489435
"2019/07/02 13:13:18.293",2.80902
"2019/07/02 13:13:29.950",-0.412215
"2019/07/02 13:13:50.671",1.30902
"2019/07/02 13:13:54.524",2
"2019/07/02 14:14:08.338",-0.309017
"2019/07/02 14:14:14.948",0.412215
"2019/07/02 14:14:42.637",1.19098
"2019/07/02 15:15:20.336",-0.951057
"2019/07/02 15:15:49.758",1
"2019/07/02 16:16:24.858",-1.95106
"2019/07/02 16:16:27.796",1.19098
"2019/07/02 16:16:34.914",0.412215
"2019/07/02 17:17:09.779",1.69098
"2019/07/02 17:17:45.286",0
"2019/07/02 17:17:56.855",-0.690983
"2019/07/02 18:18:00.756",2.58779
"2019/07/02 18:18:05.767",2.80902
"2019/07/02 18:18:07.480",-1.04894
"2019/07/02 18:18:16.043",3
"2019/07/02 18:18:22.218",1.95106
"2019/07/02 18:18:34.570",0.809017
"2019/07/02 19:19:15.523",1.58779
"2019/07/02 19:19:24.458",-0.690983
"2019/07/02 19:19:37.397",1
"2019/07/02 20:20:09.854",-1.30902
"2019/07/02 20:20:28.148",-0.587785
"2019/07/02 21:21:03.429",-1.80902
"2019/07/02 21:21:16.011",-2.95106
"2019/07/02 21:21:33.035",-2
"2019/07/02 21:21:38.243",-0.951057
"2019/07/02 21:21:38.706",-0.809017
"2019/07/02 23:23:40.416",-2.58779
"2019/07/02 23:23:58.781",1.69098
